iter	Passed	Remaining
216	463	1671
217	464	1666
218	465	1660
219	466	1655
220	468	1650
221	469	1645
222	470	1640
223	471	1634
224	472	1629
225	474	1623
226	475	1618
227	476	1614
228	477	1608
229	478	1603
230	480	1598
231	481	1593
232	482	1589
233	484	1584
234	485	1579
235	486	1574
236	487	1570
237	488	1565
238	490	1560
239	491	1555
240	492	1550
241	493	1545
242	494	1540
243	495	1536
244	496	1531
245	498	1526
246	499	1521
247	500	1517
248	501	1512
249	502	1508
250	503	1503
251	504	1498
252	506	1494
253	507	1489
254	508	1485
255	509	1480
256	510	1475
257	511	1472
258	513	1468
259	514	1463
260	515	1459
261	516	1455
262	517	1450
263	518	1446
264	520	1442
265	521	1438
266	522	1434
267	523	1430
268	524	1425
269	525	1421
270	527	1418
271	528	1414
272	529	1410
273	530	1406
274	531	1402
275	532	1397
276	534	1393
277	535	1390
278	536	1386
279	537	1382
280	538	1378
281	540	1375
282	541	1372
283	542	1368
284	543	1364
285	545	1360
286	546	1356
287	547	1352
288	548	1349
289	549	1345
290	550	1341
291	551	1337
292	552	1333
293	553	1330
294	555	1327
295	556	1323
296	557	1320
297	558	1316
298	559	1312
299	561	1309
300	562	1305
301	563	1302
302	564	1298
303	565	1295
304	566	1291
305	568	1288
306	569	1284
307	570	1281
308	571	1277
309	572	1274
310	573	1270
311	574	1267
312	575	1264
313	576	1259
314	577	1256
315	578	1252
316	579	1249
317	581	1246
318	582	1242
319	583	1239
320	584	1236
321	585	1233
322	586	1230
323	588	1227
324	589	1223
325	590	1220
326	591	1217
327	592	1214
328	594	1211
329	595	1208
330	596	1205
331	597	1202
332	598	1199
333	600	1196
334	601	1193
335	602	1190
336	603	1187
337	604	1184
338	605	1181
339	607	1178
340	608	1175
341	609	1172
342	610	1169
343	611	1166
344	613	1164
345	614	1161
346	615	1158
347	616	1155
348	618	1152
349	619	1150
350	620	1147
351	621	1144
352	622	1141
353	623	1138
354	624	1135
355	626	1132
356	627	1130
357	628	1127
358	629	1124
359	631	1122
360	632	1119
361	633	1116
362	634	1113
363	635	1110
364	636	1108
365	637	1105
366	639	1102
367	640	1099
368	641	1096
369	642	1094
370	643	1091
371	644	1088
372	646	1086
373	647	1083
374	648	1080
375	649	1077
376	650	1075
377	651	1072
378	653	1069
379	654	1067
380	655	1065
381	657	1063
382	658	1060
383	659	1058
384	660	1055
385	661	1052
386	662	1050
387	664	1047
388	665	1044
389	666	1042
390	667	1039
391	668	1036
392	669	1034
393	671	1032
394	672	1029
395	673	1027
396	674	1024
397	675	1022
398	676	1019
399	677	1016
400	678	1013
401	679	1011
402	680	1008
403	681	1006
404	683	1003
405	684	1000
406	685	998
407	686	996
408	687	993
409	689	991
410	690	988
411	691	986
412	692	983
413	693	981
414	694	978
415	695	976
416	696	973
417	697	971
418	698	968
419	700	966
420	701	964
421	702	962
422	703	959
423	704	957
424	705	954
425	706	952
426	707	949
427	708	947
428	709	944
429	711	942
430	712	940
431	713	937
432	714	935
433	715	933
434	716	931
435	717	928
436	718	926
437	719	923
438	721	921
439	722	919
440	723	917
441	724	914
442	725	912
443	726	910
444	727	907
445	729	905
446	730	903
447	731	900
448	732	898
449	733	896
450	734	893
451	735	891
452	736	889
453	737	886
454	738	884
455	739	882
456	740	880
457	741	877
458	742	875
459	743	873
460	745	871
461	746	868
462	747	866
463	748	864
464	749	862
465	751	860
466	752	858
467	753	856
468	754	854
469	755	851
470	756	849
471	757	847
472	758	845
473	759	843
474	761	841
475	762	838
476	763	836
477	764	834
478	765	832
479	766	830
480	767	828
481	768	826
482	769	824
483	770	821
484	771	819
485	773	817
486	774	815
487	775	813
488	776	811
489	777	809
490	778	807
491	779	805
492	780	802
493	781	800
494	782	798
495	784	796
496	785	794
497	786	792
498	787	791
499	788	788
500	790	786
501	791	784
502	792	782
503	793	780
504	794	778
505	795	776
506	796	774
507	797	772
508	798	770
509	799	768
510	800	766
511	802	764
512	803	762
513	804	760
514	805	758
515	806	756
516	807	754
517	808	752
518	809	750
519	810	748
520	811	746
521	812	744
522	814	742
523	815	740
524	816	738
525	817	736
526	818	734
527	819	732
528	820	730
529	821	728
530	822	726
531	824	724
532	825	722
533	826	720
534	827	719
535	828	717
536	830	715
537	831	713
538	832	712
539	833	710
540	834	708
541	835	706
542	837	704
543	837	702
544	839	700
545	840	698
546	841	696
547	842	694
548	843	692
549	844	690
550	845	689
551	846	687
552	847	685
553	848	683
554	850	681
555	851	679
556	852	677
557	853	675
558	854	674
559	855	672
560	856	670
561	857	668
562	858	666
563	860	665
564	861	663
565	862	661
566	863	659
567	864	657
568	865	655
569	866	654
570	868	652
571	869	650
572	870	648
573	871	646
574	872	644
575	873	643
576	874	641
577	875	639
578	877	637
579	878	635
580	879	634
581	880	632
582	881	630
583	882	628
584	883	626
585	884	624
586	885	622
587	886	621
588	887	619
589	888	617
590	890	615
591	891	614
592	892	612
593	893	610
594	894	608
595	895	606
596	896	605
597	897	603
598	898	601
599	899	599
600	900	598
601	901	596
602	903	594
603	904	592
604	905	591
605	906	589
606	907	587
607	909	586
608	910	584
609	911	582
610	912	580
611	913	579
612	914	577
613	915	575
614	916	573
615	917	572
616	919	570
617	920	568
618	921	567
619	922	565
620	923	563
621	924	562
622	925	560
623	927	558
624	928	556
625	929	555
626	930	553
627	931	551
628	933	550
629	934	548
630	935	546
631	936	545
632	937	543
633	938	541
634	939	540
635	940	538
636	942	536
637	943	535
638	944	533
639	945	531
640	946	530
641	947	528
642	948	526
643	949	524
644	950	523
645	951	521
646	952	519
647	954	518
648	955	516
649	956	514
650	957	513
651	958	511
652	959	509
653	960	508
654	961	506
655	963	505
656	964	503
657	965	501
658	966	500
659	967	498
660	968	496
661	970	495
662	971	493
663	972	491
664	973	490
665	974	488
666	975	487
667	976	485
668	977	483
669	978	482
670	980	480
671	981	478
672	982	477
673	983	475
674	984	473
675	985	472
676	986	470
677	987	469
678	988	467
679	990	465
680	991	464
681	992	462
682	993	461
683	994	459
684	995	457
685	996	456
686	997	454
687	998	453
688	1000	451
689	1001	449
690	1002	448
691	1003	446
692	1004	444
693	1005	443
694	1006	441
695	1008	440
696	1009	438
697	1010	437
698	1011	435
699	1012	433
700	1013	432
701	1014	430
702	1015	429
703	1016	427
704	1018	426
705	1020	424
706	1021	423
707	1022	421
708	1024	420
709	1025	418
710	1026	417
711	1027	415
712	1028	414
713	1029	412
714	1030	410
715	1031	409
716	1033	407
717	1034	406
718	1035	404
719	1037	403
720	1038	401
721	1039	400
722	1040	398
723	1041	397
724	1042	395
725	1043	393
726	1044	392
727	1046	390
728	1047	389
729	1048	387
730	1049	386
731	1050	384
732	1051	383
733	1052	381
734	1053	379
735	1054	378
736	1055	376
737	1056	375
738	1057	373
739	1059	372
740	1060	370
741	1061	369
742	1062	367
743	1064	366
744	1065	364
745	1066	362
746	1067	361
747	1068	359
748	1069	358
749	1070	356
750	1071	355
751	1072	353
752	1074	352
753	1075	350
754	1076	349
755	1077	347
756	1078	346
757	1079	344
758	1081	343
759	1082	341
760	1083	340
761	1084	338
762	1086	337
763	1087	335
764	1088	334
765	1089	332
766	1090	331
767	1091	329
768	1093	328
769	1094	326
770	1095	325
771	1096	323
772	1097	322
773	1098	320
774	1099	319
775	1101	317
776	1102	316
777	1103	314
778	1104	313
779	1106	312
780	1107	310
781	1108	309
782	1110	307
783	1111	306
784	1112	304
785	1113	303
786	1114	301
787	1115	300
788	1117	298
789	1118	297
790	1119	295
791	1120	294
792	1122	292
793	1123	291
794	1124	289
795	1125	288
796	1127	287
797	1128	285
798	1129	284
799	1130	282
800	1131	281
801	1132	279
802	1133	278
803	1135	276
804	1136	275
805	1137	273
806	1138	272
807	1140	270
808	1141	269
809	1142	267
810	1143	266
811	1144	265
812	1146	263
813	1147	262
814	1148	260
815	1149	259
816	1151	257
817	1152	256
818	1153	254
819	1154	253
820	1156	252
821	1157	250
822	1158	249
823	1159	247
824	1160	246
825	1162	244
826	1163	243
827	1164	241
828	1165	240
829	1166	239
830	1168	237
831	1169	236
832	1170	234
833	1171	233
834	1172	231
835	1173	230
836	1174	228
837	1175	227
838	1176	225
839	1177	224
840	1179	222
841	1180	221
842	1181	220
843	1182	218
844	1183	217
845	1184	215
846	1185	214
847	1186	212
848	1188	211
849	1189	209
850	1190	208
851	1191	206
852	1192	205
853	1194	204
854	1195	202
855	1196	201
856	1197	199
857	1198	198
858	1200	196
859	1201	195
860	1202	194
861	1203	192
862	1204	191
863	1206	189
864	1207	188
865	1208	187
866	1209	185
867	1211	184
868	1212	182
869	1213	181
870	1214	179
871	1215	178
872	1216	177
873	1217	175
874	1219	174
875	1220	172
876	1221	171
877	1222	169
878	1223	168
879	1225	167
880	1226	165
881	1227	164
882	1228	162
883	1229	161
884	1231	159
885	1232	158
886	1233	157
887	1234	155
888	1235	154
889	1237	152
890	1238	151
891	1239	150
892	1240	148
893	1242	147
894	1243	145
895	1244	144
896	1245	143
897	1246	141
898	1247	140
899	1249	138
900	1250	137
901	1251	135
902	1252	134
903	1254	133
904	1255	131
905	1256	130
906	1257	128
907	1258	127
908	1259	126
909	1260	124
910	1261	123
911	1263	121
912	1264	120
913	1265	119
914	1266	117
915	1267	116
916	1268	114
917	1269	113
918	1270	112
919	1271	110
920	1273	109
921	1274	107
922	1275	106
923	1276	104
924	1277	103
925	1278	102
926	1279	100
927	1280	99
928	1282	97
929	1283	96
930	1284	95
931	1285	93
932	1286	92
933	1287	90
934	1288	89
935	1289	88
936	1290	86
937	1292	85
938	1293	84
939	1294	82
940	1295	81
941	1296	79
942	1298	78
943	1299	77
944	1300	75
945	1301	74
946	1302	72
947	1303	71
948	1304	70
949	1305	68
950	1306	67
951	1307	65
952	1308	64
953	1309	63
954	1310	61
955	1312	60
956	1313	59
957	1314	57
958	1315	56
959	1316	54
960	1317	53
961	1318	52
962	1319	50
963	1321	49
964	1322	47
965	1323	46
966	1324	45
967	1326	43
968	1327	42
969	1328	41
970	1329	39
971	1330	38
972	1331	36
973	1332	35
974	1333	34
975	1334	32
976	1336	31
977	1337	30
978	1338	28
979	1339	27
980	1340	25
981	1341	24
982	1342	23
983	1343	21
984	1344	20
985	1345	19
986	1346	17
987	1348	16
988	1349	15
989	1350	13
990	1351	12
991	1352	10
992	1353	9
993	1354	8
994	1356	6
995	1357	5
996	1358	4
997	1359	2
998	1360	1
999	1361	0
